"store_id","state","dept_id","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"CA_1","CA","FOODS_1",-0.0633422620876709,0.0162638096312459,-0.0150890007233915,-0.0309319778830351,0.0108994488073825,0.0553817762808342,0.101470873824962,0.0759766579852535,-0.0315930739428425,-0.0628384593139737,-0.226936204359337,0.127908481428831
"CA_1","CA","FOODS_2",0.0443029804484396,0.0306369063835898,-0.01688665621099,-0.0191885730907904,-0.0161504234899592,-0.0246807778019914,-0.0365338215513738,-0.000875565701639819,0.000305287411055559,-0.00573295073838202,0.0319003727641618,0.0149292161782495
"CA_1","CA","FOODS_3",-0.0559997505804979,-0.0650270949916136,-0.0341036539064045,0.011304421544997,0.016722172659321,0.0370301090776581,0.0381211803990506,0.0757481092736148,0.0438981251315027,0.00775622271016622,-0.0357518672509305,-0.0410712430822102
"CA_1","CA","HOBBIES_1",-0.034094808724317,0.0176426672201657,-0.0141842239333698,0.0474599208666516,0.00148807422796395,0.0451199565698099,0.00728257094481452,0.00530694623526438,-0.0505623690136263,-0.0101115148736155,-0.0427132256982313,0.0147191982818067
"CA_1","CA","HOBBIES_2",-0.120978398607128,-0.0674650601925138,-0.0478571965373604,-0.0187456277888613,0.0769099543139704,-0.15964087308675,-0.178857633243946,-0.133130953628449,-0.103376034500612,0.297601456138077,0.105687088289483,0.226343099449592
"CA_1","CA","HOUSEHOLD_1",-0.0224672344438125,-0.0545219386462032,-0.03380011333431,-0.0045497086640527,-0.0355995561360707,0.00489794821641241,0.0474253265882758,0.0841646844164731,0.059609361372081,0.033821566184629,-0.0129092139801429,-0.0602890405096203
"CA_1","CA","HOUSEHOLD_2",-0.167071734775365,-0.0526485297750125,0.0134047923445955,0.058515220317555,0.0799582533439002,0.1101153236751,0.0735548705608746,0.0560176613588317,-0.0184752794323794,-0.0529709727575585,-0.109080990770012,-0.0480734734049984
"CA_2","CA","FOODS_1",-0.0738890602031425,0.00979242366483458,-0.0401927466696723,-0.0445061656580055,-0.017282445586346,0.0284584187616536,0.0424789615640941,0.0873207819984557,0.0526391585025971,0.0121459519164818,-0.137678976409053,0.0761509932337165
"CA_2","CA","FOODS_2",0.112097526963666,0.0270547950324362,0.0125556318364267,0.00549378416698511,-0.050769863654192,-0.127945421317578,-0.0403055290810522,0.0116693426709042,0.0316805792739016,-0.00305099173199965,0.0180449085745745,-0.0185223724736713
"CA_2","CA","FOODS_3",-0.0194232273944619,-0.050856031149175,-0.0287550819961415,0.00858157061208812,-0.0229573562097645,0.00989192564521609,0.0393709462238873,0.0696785297627317,0.0654995520384736,0.00957460569302619,-0.0494434077250028,-0.0277333824610023
"CA_2","CA","HOBBIES_1",-0.021696119731703,0.0251778399307704,0.0227291913815742,0.0304512773147986,0.00443629634128221,0.0138334617722683,0.0111055753076388,-0.0176181639634091,-0.0496286051128356,-0.0198855182855857,-0.0482487552975071,0.0308158706998746
"CA_2","CA","HOBBIES_2",0.0116700386871931,-0.104956701759223,-0.0833628217116104,-0.114926042885716,-0.0600782423860476,-0.212208492746115,-0.137207474541172,-0.0892790079692212,-0.0288844732971115,0.379660463680781,0.0979813206984022,0.230408880993342
"CA_2","CA","HOUSEHOLD_1",-0.0473528920250189,-0.0438179177374004,0.0186525819299217,-0.0138904124408972,-0.0323772061521142,-0.00381468792380293,0.0254966192350443,0.0590452286956941,0.0689131020315798,0.0361232792085887,-0.0270355544892361,-0.0411385946250746
"CA_2","CA","HOUSEHOLD_2",-0.0659160049578802,-0.0309500980064735,0.0352997354513215,0.0609447550433579,0.0599373204272472,-0.0110919305825371,-0.00670416903375145,-0.00368531897916198,0.00843242057533256,-0.00264552684388783,-0.0448967731910936,-0.0317135318956767
"CA_3","CA","FOODS_1",0.0861358758639049,0.0854985178245001,-0.0124556960694462,-0.0448107154163102,-0.0156908875137128,-0.0193256873013264,-0.0181350072711259,0.032603567019552,0.00817238976870038,-0.0399778726677992,-0.172839087414314,0.0814643504895751
"CA_3","CA","FOODS_2",0.0613703492736961,0.0262488115208097,0.00614764260538747,-0.0324449961675759,-0.0404930258118368,-0.0261277641577651,-0.0271722767566986,-0.00505752397071494,0.0117639370150911,0.00859463484760652,0.018484728022142,-2.80209497208316e-05
"CA_3","CA","FOODS_3",-0.0468599102524724,-0.0506317333504805,-0.0192580410684391,-0.01472312652064,-0.0353733202029805,0.0781946342884707,0.0707813078815578,0.0835369558993737,0.070005799093955,0.0166096817972449,-0.0674122041050349,-0.0892788908012527
"CA_3","CA","HOBBIES_1",-0.00661471938895277,0.00474296836204334,-0.0168850739303718,0.0180429829626952,0.016945961766467,0.0818359910852997,0.0345662772619943,0.000685989327428612,-0.0649274407111969,-0.0278403552761373,-0.0419953048192589,-0.0097116548793457
"CA_3","CA","HOBBIES_2",-0.0993070631929317,-0.0547662145496289,-0.0300735205876543,0.0405847069414388,0.125478585764139,-0.127433662905026,-0.248111852121014,-0.114941796447126,0.0313251337309135,0.263662949439451,0.0145699633954762,0.0860968045200195
"CA_3","CA","HOUSEHOLD_1",-0.0854614997772194,-0.0550267234874202,-0.0324555109580454,-0.016558694072956,-0.0501223043985284,-0.0180437979952292,0.0364818662946836,0.129283757177987,0.117232090018641,0.0648928681274635,-0.00980994736950905,-0.0867266197901545
"CA_3","CA","HOUSEHOLD_2",-0.122157408864144,-0.0116349587134286,-0.00102348793360124,0.0298609329537313,0.0332276031794058,0.0460691870592058,0.0463956715983595,0.0890036962593889,0.0553338493353087,-0.0127931997919711,-0.0775238871621434,-0.107927805799511
"CA_4","CA","FOODS_1",-0.0433880054515305,-0.0534690623733545,-0.0339949380777343,-0.0189742801560334,-0.0109824903640262,-0.0135854465817196,-0.00421958868413748,0.00909382354451874,0.085800125052561,0.0973740126030045,-0.11194967948399,0.0950056326932542
"CA_4","CA","FOODS_2",0.0589294032791323,0.027231384007963,0.0266688530955162,-0.0113397297686252,-0.00741488349301692,-0.0477461815577933,-0.0636634431796572,-0.0148513088791956,0.0169435925877632,-0.00557461232443712,0.00726684808531488,0.000465217623468446
"CA_4","CA","FOODS_3",-0.0212932347334917,-0.0508223347859647,-0.0287230606545718,0.0100729813969212,0.0139620385622001,0.0326069594812604,0.0227145021489619,0.0375569953662987,0.0677017745739007,0.0402072301075702,-0.0459533528134552,-0.0825519943431029
"CA_4","CA","HOBBIES_1",0.0220682013694213,0.0480891693042815,0.0182556644893072,0.0386451720189191,0.00044058674446816,0.0184103470222201,-0.0168602396778281,-0.0867718323498782,-0.0552900541869027,-0.0245945873979868,-0.00139962160261143,0.0147789939166082
"CA_4","CA","HOBBIES_2",-0.0502414716897646,-0.0826450913228458,-0.0660075504747544,-0.0970218116385086,0.109485093101401,-0.162664108208544,-0.323763379674906,-0.224672477030675,-0.173190521195531,0.426149445802431,0.0878501163414514,0.305374240352238
"CA_4","CA","HOUSEHOLD_1",-0.0236808889689509,-0.0706669729195811,-0.0101292907887336,-0.0100298395142868,-0.00508363210289681,-0.0304474615021123,0.0199030421671542,0.0680451547406076,0.0583174298541966,0.0533600305399682,-0.00137936999263445,-0.0475342859750787
